Text,Date,Favorites,Retweets,Tweet ID
b'Justin Trudeau made 2016 an expensive year for Canadians: https://www.facebook.com/ronaambrose/videos/10154291860773525/\xc2\xa0\xe2\x80\xa6',2016-12-27 13:07:01,51,51,813808418490384384
b'Justin Trudeau a fait de 2016 une ann\xc3\xa9e co\xc3\xbbteuse pour les Canadiens : https://www.facebook.com/ronaambrose/videos/10154292237698525/\xc2\xa0\xe2\x80\xa6',2016-12-27 13:05:01,10,6,813807914913669120
"b'From my family to yours, have a very Merry Christmas: https://www.facebook.com/ronaambrose/videos/10154294756433525/\xc2\xa0\xe2\x80\xa6pic.twitter.com/i7ljdzL5DL'",2016-12-25 09:02:02,307,85,813021992479621120
"b'De ma famille \xc3\xa0 la v\xc3\xb4tre, un tr\xc3\xa8s joyeux No\xc3\xabl : https://www.facebook.com/ronaambrose/videos/10154294761263525/\xc2\xa0\xe2\x80\xa6pic.twitter.com/grb0KVNpNv'",2016-12-25 09:01:05,30,11,813021751021969408
b'Happy Chanukah: https://www.facebook.com/ronaambrose/videos/10154294719383525/\xc2\xa0\xe2\x80\xa6pic.twitter.com/NwQHGWZFCh',2016-12-24 09:02:04,84,50,812659611261992960
b'Joyeuse Hannoucah : https://www.facebook.com/ronaambrose/videos/10154294808508525/\xc2\xa0\xe2\x80\xa6pic.twitter.com/YGTjXlYwZY',2016-12-24 09:01:03,13,5,812659357607301120
b'.@KentThornhillMP & I celebrated Chanukah earlier this month with a menorah lighting ceremony at Stornoway. Honoured to have everyone there.pic.twitter.com/SjgJvwFfTP',2016-12-23 12:36:01,45,8,812351063927955456
b'.@KentThornhillMP et moi avons c\xc3\xa9l\xc3\xa9br\xc3\xa9 Hannoucah plus t\xc3\xb4t lors d\xe2\x80\x99une c\xc3\xa9r\xc3\xa9monie de la menorah \xc3\xa0 Stornoway. Honor\xc3\xa9e de voir tout le monde.pic.twitter.com/9byn5NPIkC',2016-12-23 12:35:01,8,4,812350814119481344
b'The Commissioner of Elections needs to look into these claims. Justin Trudeau has brought his office into disrepute.http://www.theglobeandmail.com/news/politics/elections-commissioner-urged-to-investigate-cash-for-access-allegations/article33413168/\xc2\xa0\xe2\x80\xa6',2016-12-23 08:51:44,68,54,812294621132943363
b'Justin Trudeau\xe2\x80\x99s cash for access program is totally unethical \xe2\x80\x93 and likely illegal.https://twitter.com/globeandmail/status/811971140100980736\xc2\xa0\xe2\x80\xa6',2016-12-22 13:00:03,185,162,811994724882141184
b'Would you rather fight 100 nutcracker-sized reindeer or one reindeer-sized nutcracker? Bread or meat stuffing? Apple cider or hot chocolate?pic.twitter.com/5U8ZDtGE8f',2016-12-22 09:57:01,105,48,811948665241600000
b'[2/2] ...of life seriously. Our thoughts and prayers are with the victims this evening and may the perpetrators be brought to swift justice.',2016-12-19 21:07:15,102,54,811030171201441792
"b""[1/2] Today's terrorist attacks - including on a Christmas Market in Berlin - should strengthen our resolve to take threats to our way...""",2016-12-19 21:07:03,118,70,811030120144269313
b'[2/2] ... les menaces \xc3\xa0 notre mode de vie. Nos pens\xc3\xa9es et pri\xc3\xa8res sont avec les victimes - que les coupables soient traduits en justice.',2016-12-19 21:06:51,9,8,811030070987026433
"b'[1/2] Les attaques terroristes d\xe2\x80\x99aujourd\xe2\x80\x99hui, dont au march\xc3\xa9 de No\xc3\xabl de Berlin, devraient renforcer notre r\xc3\xa9solution \xc3\xa0 prendre au s\xc3\xa9rieux...'",2016-12-19 21:06:43,12,16,811030035054399488
b'Hateful acts of terrorism have no borders. Canada must stand with our allies around the world in fighting terrorism wherever it lives. (2/2)',2016-12-19 15:57:19,183,74,810952173848764416
b'Our prayers go out to the family of the Canadian citizen killed in Jordan in a cowardly terror attack. (1/2)',2016-12-19 15:57:13,121,68,810952146929721344
"b'Les actes terroristes haineux n\xe2\x80\x99ont pas de fronti\xc3\xa8re. Le Canada doit \xc3\xaatre avec ses alli\xc3\xa9s pour combattre le terrorisme, o\xc3\xb9 qu\xe2\x80\x99il soit. (2/2)'",2016-12-19 15:56:53,16,4,810952064784334848
b'Nos pri\xc3\xa8res sont avec la citoyenne canadienne tu\xc3\xa9e en Jordanie dans une l\xc3\xa2che attaque terroriste. (1/2)',2016-12-19 15:56:45,8,3,810952029354999808
b'I need to share this story with you. It\xe2\x80\x99s what so many Canadians are going through right now: https://www.facebook.com/ronaambrose/videos/10154275628173525/\xc2\xa0\xe2\x80\xa6',2016-12-17 20:18:38,49,40,810293158173143041
"b""Imagine only showing up for work 33% of the time? THIS is supposed to be Justin Trudeau's job.pic.twitter.com/T6HRRDIilB""",2016-12-16 19:59:53,319,373,809926052021735424
"b""Vous imaginez vous pr\xc3\xa9senter au travail seulement 33 % du temps? C'est cens\xc3\xa9 \xc3\xaatre LE travail de Justin Trudeau.pic.twitter.com/MIKQqdOrMW""",2016-12-16 19:59:43,9,7,809926011362099200
b'$1.1 million for a new office???https://twitter.com/globeandmail/status/809876076772130816\xc2\xa0\xe2\x80\xa6',2016-12-16 18:20:53,62,83,809901137419730944
"b'Ever since Justin Trudeau became Liberal Leader, and especially since he became PM, the money has been flowing into the Trudeau Foundation.pic.twitter.com/uUVUUDwI8S'",2016-12-16 16:57:38,171,241,809880187802451969
"b'Depuis que Justin Trudeau est devenu chef lib\xc3\xa9ral, et surtout depuis qu\xe2\x80\x99il est PM, l\xe2\x80\x99argent afflue \xc3\xa0 la Fondation Trudeau.pic.twitter.com/KXKmuFE9K7'",2016-12-16 16:57:36,12,32,809880181397667840
"b'More on Justin Trudeau\'s cash-for-access program from the @globeandmail: ""Trudeau invited donors to official gala"" http://www.theglobeandmail.com/news/politics/trudeau-invited-liberal-donors-to-official-dinner-for-chinese-premier/article33343988/?click=sf_globefb\xc2\xa0\xe2\x80\xa6pic.twitter.com/nKVAFOB9cM'",2016-12-16 13:05:29,55,70,809821766776406016
b'Justin Trudeau will be formally questioned by the Ethics Commissioner over his cash-for-access program: http://www.theglobeandmail.com/news/politics/ethics-commissioner-to-question-trudeau-on-cash-for-access-fundraisers/article33329767/\xc2\xa0\xe2\x80\xa6pic.twitter.com/g7wMHsUjTu',2016-12-15 10:38:22,347,295,809422353956536321
b'This is the right move:http://www.cbc.ca/news/canada/ottawa/asbestos-ban-announcement-1.3895843\xc2\xa0\xe2\x80\xa6',2016-12-15 10:20:48,44,18,809417936532340736
"b""When's Justin Trudeau going to stop spending his time with out of touch elites and focus on out of work Canadians? https://www.facebook.com/ronaambrose/videos/10154269553738525/\xc2\xa0\xe2\x80\xa6""",2016-12-14 21:15:01,117,45,809220185773182976
b'Les lib\xc3\xa9raux tournent le dos aux familles canadiennes. Quand vont-ils commencer \xc3\xa0 travailler pour elles? https://www.facebook.com/ronaambrose/videos/10154269542068525/\xc2\xa0\xe2\x80\xa6',2016-12-14 21:14:00,5,6,809219931073982466
b'This is my gift to the press gallery. Presenting @mstoreshaw! pic.twitter.com/mgGLhqAJzW',2016-12-14 20:57:12,46,10,809215702989230088
b'Let\xe2\x80\x99s compare the middle class to Justin Trudeau\xe2\x80\x99s cash-for-access billionaire donors: https://www.facebook.com/ronaambrose/videos/10154269554038525/\xc2\xa0\xe2\x80\xa6',2016-12-14 16:52:33,41,34,809154133957705728
"b""JP or @CoachsCornerDC? Big thanks to @mikelecouteur for JP's outfit today!pic.twitter.com/QHJJSGf8VT""",2016-12-14 09:44:48,124,31,809046486726086657
"b'.@jamesbezan, @PierrePaulHus and I met with @DNDCF_Ombudsman. Appreciate recommendations to ease transition from military to civilian life.pic.twitter.com/cLzR96Fdje'",2016-12-13 23:03:27,23,9,808885085642649600
"b'.@jamesbezan, @PierrePaulHus et moi avec @DNDCF_Ombudsman. Bonnes recommandations pour aider la transition de la vie militaire \xc3\xa0 civile.pic.twitter.com/LWQr8ihrsl'",2016-12-13 23:03:19,6,2,808885053111631872
b'Trudeau avait promis de respecter des normes d\xe2\x80\x99\xc3\xa9thique \xc3\xa9lev\xc3\xa9es. C\xe2\x80\x99est devenu une blague. #Acc\xc3\xa8sAuComptant https://www.facebook.com/ronaambrose/videos/10154265666498525/\xc2\xa0\xe2\x80\xa6',2016-12-13 21:14:01,7,2,808857545825746944
b'When sworn in Trudeau said \xe2\x80\x9cWe are committed to the highest ethical standards.\xe2\x80\x9d That\xe2\x80\x99s now a joke. #CashForAccess https://www.facebook.com/ronaambrose/videos/10154265668063525/\xc2\xa0\xe2\x80\xa6',2016-12-13 21:14:00,208,181,808857543145467904
b'Chinese billionaires using Trudeau Foundation to access & influence Justin Trudeau. This needs to stop immediately. https://www.facebook.com/ronaambrose/videos/10154265668343525/\xc2\xa0\xe2\x80\xa6',2016-12-13 18:15:00,84,57,808812497054535681
"b""Ed, we're all thinking of you and Annette and wish you a speedy recovery. Can't wait to see you back in Ottawa! With love, from Rona and JP.https://twitter.com/HonEdFast/status/808758382173810688\xc2\xa0\xe2\x80\xa6""",2016-12-13 18:13:10,52,18,808812032611012608
"b'Today, I join the Ismaili community in wishing His Highness Prince Karim Aga Khan a very happy birthday: http://media.conservative.ca/en/statements/rona-ambrose-the-leader-of-the-official-opposition-issues-a-statement-on-aga-khan-s-birthday\xc2\xa0\xe2\x80\xa6'",2016-12-13 16:10:33,15,6,808781174189522945
b'Je me joins \xc3\xa0 la communaut\xc3\xa9 isma\xc3\xa9lienne pour souhaiter un joyeux anniversaire \xc3\xa0 Son Altesse le prince Karim Aga Khan http://media.conservative.ca/fr/statements/rona-ambrose-the-leader-of-the-official-opposition-issues-a-statement-on-aga-khan-s-birthday\xc2\xa0\xe2\x80\xa6',2016-12-13 16:10:30,3,1,808781164236435456
b'My heart goes out to women who live in Saudi Arabia under this oppression. Shame on the Saudi Government:http://news.nationalpost.com/news/world/saudi-woman-tweets-photo-of-herself-without-a-hijab-and-is-arrested-for-violations-of-general-morals\xc2\xa0\xe2\x80\xa6',2016-12-13 15:27:29,87,62,808770336233783296
"b""Congratulations to @OleksiakPenny on winning the Lou Marsh Trophy as Canada's athlete of the year. You're making Canada so proud! """,2016-12-13 14:53:11,66,32,808761706855993349
"b""F\xc3\xa9licitations @OleksiakPenny pour l'obtention du Troph\xc3\xa9e Lou Marsh, remis \xc3\xa0 l\xe2\x80\x99athl\xc3\xa8te canadienne de l\xe2\x80\x99ann\xc3\xa9e. Le Can est fier de vous!""",2016-12-13 14:53:05,11,2,808761682042519552
b'Great to talk with @BenMulroney on @YourMorning! Justin Trudeau needs to get serious about Canadian jobs.http://www.ctv.ca/YourMorning/Video/Rona-Ambrose-really-worried-about-Trumps-impact-on-Canada-vid1015476\xc2\xa0\xe2\x80\xa6',2016-12-13 14:33:30,16,8,808756754142162945
"b"".@maddcanada candy cane check stop in chilly weather at Stony Plain's @TimHortons encouraging folks not to drink & drive this holiday seasonpic.twitter.com/MewkKdpd3a""",2016-12-13 11:48:06,42,16,808715128875220993
"b""Don't forget to vote for my colleague and friend MP @MichelleRempel for @TwitterCanada's #TopCanadian2016!https://twitter.com/twittercanada/status/808378628706861057\xc2\xa0\xe2\x80\xa6""",2016-12-12 22:05:31,16,10,808508120641179648
b'Comment le premier ministre peut-il justifier qu\xe2\x80\x99il place son pays dans une position aussi d\xc3\xa9savantageuse? https://www.facebook.com/ronaambrose/videos/10154261469728525/\xc2\xa0\xe2\x80\xa6',2016-12-12 21:01:01,5,1,808491887371972609
"b'Families are choosing between groceries and electricity bills, while Justin Trudeau ploughs ahead with a Carbon Tax. https://www.facebook.com/ronaambrose/videos/10154261469623525/\xc2\xa0\xe2\x80\xa6'",2016-12-12 21:01:01,178,194,808491884913930241
b'Just about to sit down with the hardworking @CPC_HQ team for our Shadow Cabinet meeting: https://www.instagram.com/p/BN73DU8gBmB/\xc2\xa0',2016-12-12 18:21:44,18,2,808451803109085185
"b""Liberal MPs are uncomfortable with Justin Trudeau\xe2\x80\x99s unethical cash-for-access scheme, but he's bragging about it: https://www.facebook.com/ronaambrose/videos/10154261470298525/\xc2\xa0\xe2\x80\xa6""",2016-12-12 16:44:04,88,87,808427224995102721
b'Praying for Coptic Christians after the deadly bombing in Cairo. Canada will continue to stand up for religious minorities at home & abroad.',2016-12-11 19:20:20,158,76,808104161611022337
b'Je prie pour les chr\xc3\xa9tiens coptes apr\xc3\xa8s l\xe2\x80\x99attentat meurtrier au Caire. Le Canada d\xc3\xa9fend les minorit\xc3\xa9s religieuses au pays et \xc3\xa0 l\xe2\x80\x99\xc3\xa9tranger.',2016-12-11 19:20:13,10,3,808104131449786368
"b'Journ\xc3\xa9e internationale des droits de la personne, reconnaissons notre devoir d\xe2\x80\x99aider ceux qui veulent la libert\xc3\xa9: https://www.facebook.com/ronaambrose/posts/10154245888318525\xc2\xa0\xe2\x80\xa6'",2016-12-10 08:16:01,4,3,807574591346331648
"b'On International Human Rights Day, we recognize our duty to assist those seeking the freedom we enjoy in Canada: https://www.facebook.com/ronaambrose/posts/10154245885963525\xc2\xa0\xe2\x80\xa6'",2016-12-10 08:16:01,13,9,807574590847389697
b'20 boxes full of supplies! Thanks to the Press Gallery for bringing donations to our Christmas party. Thanks for coming by @shoeboxcanada!pic.twitter.com/zhLKHUpwN8',2016-12-09 20:53:55,54,12,807402936951304192
b'20 bo\xc3\xaetes pleines de fournitures! Merci \xc3\xa0 la Tribune de la presse d\xe2\x80\x99avoir apport\xc3\xa9 les dons \xc3\xa0 notre f\xc3\xaate de No\xc3\xabl. Merci @shoeboxcanada!pic.twitter.com/sdPcfRmbm1',2016-12-09 20:53:46,5,3,807402900670574594
b'.@CPC_HQ fully supports latest sanctions against Russia from the Govt of Canada. Canadians stand united with Ukrainehttp://www.cbc.ca/news/politics/canada-russia-sanctions-1.3888309\xc2\xa0\xe2\x80\xa6',2016-12-09 10:24:15,37,40,807244475168948225
"b'On this day of commemoration, let us honour the victims of genocide and recommit ourselves to the cause of freedom: https://www.facebook.com/ronaambrose/posts/10154245878328525\xc2\xa0\xe2\x80\xa6https://twitter.com/RonaAmbrose/status/800346724132737024\xc2\xa0\xe2\x80\xa6'",2016-12-09 08:07:12,16,9,807209984954171392
"b'En cette journ\xc3\xa9e de comm\xc3\xa9moration, rendons hommage aux victimes de g\xc3\xa9nocide et r\xc3\xa9engageons-nous envers la libert\xc3\xa9: https://www.facebook.com/ronaambrose/posts/10154245883533525\xc2\xa0\xe2\x80\xa6https://twitter.com/RonaAmbrose/status/800346464002027520\xc2\xa0\xe2\x80\xa6'",2016-12-09 08:06:56,1,1,807209918428233728
"b'He pushed the limits throughout his life and inspired generations. He will be missed. Godspeed, John Glenn.'",2016-12-08 22:22:20,44,10,807062799423827968
b'Il a repouss\xc3\xa9 les limites toute sa vie et inspir\xc3\xa9 des g\xc3\xa9n\xc3\xa9rations enti\xc3\xa8res. Il nous manquera. Bon voyage John Glenn.',2016-12-08 22:22:13,5,3,807062771904942080
"b""It was great to team up with @globalmedicdmgf today! MPs packed kits with everyday essentials. They'll be given to Syrian refugee families.pic.twitter.com/D2tGm9eCnD""",2016-12-08 22:05:14,28,7,807058496801951745
b'Avec @globalmedicdmgf aujourd\xe2\x80\x99hui! Les d\xc3\xa9put\xc3\xa9s ont pr\xc3\xa9par\xc3\xa9 des kits avec des produits essentiels pour les familles de r\xc3\xa9fugi\xc3\xa9s syriens.pic.twitter.com/ageOEjn5yI',2016-12-08 22:05:00,7,3,807058437699936257
b'Aucun nouvel emploi \xc3\xa0 temps plein additionnel n\xe2\x80\x99a \xc3\xa9t\xc3\xa9 cr\xc3\xa9\xc3\xa9 sous Justin Trudeau et \xc3\xa7a va empirer: https://www.facebook.com/ronaambrose/videos/10154245059503525/\xc2\xa0\xe2\x80\xa6',2016-12-08 20:35:01,6,1,807035790916087808
b'No additional new  full time jobs have been created under Justin Trudeau and it\xe2\x80\x99s about to get worse: https://www.facebook.com/ronaambrose/videos/10154245059083525/\xc2\xa0\xe2\x80\xa6',2016-12-08 20:35:00,43,27,807035789854916608
b'The Liberals aren\xe2\x80\x99t even denying it - they\xe2\x80\x99re explicitly linking government business to cash-for-access fundraisers: https://www.facebook.com/ronaambrose/videos/10154245060138525/\xc2\xa0\xe2\x80\xa6',2016-12-08 17:00:06,43,40,806981707228475392
"b'Better to learn the truth sooner than later. \xe2\x80\x9cAs heartbreaking as it may be: Canada, Justin Trudeau is just not that into you.\xe2\x80\x9dhttps://twitter.com/MacleansMag/status/806689794625572865\xc2\xa0\xe2\x80\xa6'",2016-12-08 10:16:46,152,107,806880204048175104
b'Justin Trudeau needs to learn some respect. Albertans are struggling and need some compassion: https://www.facebook.com/ronaambrose/videos/10154239910033525/\xc2\xa0\xe2\x80\xa6',2016-12-07 20:35:01,138,84,806673402568261633
"b""Exciting to meet @IGTeamCanada's co-captains for @InvictusToronto! Can't wait for the games next year! #IG2017 #InvictusGamespic.twitter.com/w9hoIFZWRe""",2016-12-07 19:11:35,15,6,806652406184443904
b'Passionnant de voir les cocapitaines @IGTeamCanada pour @InvictusToronto! Impatiente pour les jeux de l\xe2\x80\x99ann\xc3\xa9e prochaine! #JeuxInvictuspic.twitter.com/yRETLsYiFJ',2016-12-07 19:11:30,8,1,806652388610293760
"b'Honoured to meet with @Kasparov63. He says dealing with dictators can be like a chess game. @CPC_HQ stands with Ukraine, Putin must get out.pic.twitter.com/sftH4gk2ug'",2016-12-07 18:52:30,38,18,806647604725616640
"b'Honor\xc3\xa9e de rencontrer @Kasparov63. Jouer avec un dictateur peut \xc3\xaatre une partie d\xe2\x80\x99\xc3\xa9checs. @PCC_HQ est avec l\xe2\x80\x99Ukraine, Poutine doit partir.pic.twitter.com/egbWiKx0Tf'",2016-12-07 18:52:05,4,0,806647499326980096
"b'Justin Trudeau has thrown ethical guidelines out the window, blatantly mixing Liberal Party and Government business: https://www.facebook.com/ronaambrose/videos/10154239840968525/\xc2\xa0\xe2\x80\xa6'",2016-12-07 16:42:09,56,48,806614803133464577
b'Justin Trudeau abandonne les r\xc3\xa8gles \xc3\xa9thiques. Il m\xc3\xa9lange les affaires du Parti lib\xc3\xa9ral et celles du gouvernement: https://www.facebook.com/ronaambrose/videos/10154239833088525/\xc2\xa0\xe2\x80\xa6',2016-12-07 16:42:06,3,5,806614789803954179
b'Happy birthday! https://twitter.com/CPC_HQ/status/806563054708260865\xc2\xa0\xe2\x80\xa6',2016-12-07 14:06:16,49,17,806575571958427648
b'Joyeux anniversaire!  https://twitter.com/PCC_HQ/status/806563258845036545\xc2\xa0\xe2\x80\xa6',2016-12-07 14:06:13,6,2,806575558792511488
b'Lucky to have the fantastic British Columbia and Northern Caucus on our @CPC_HQ team in Ottawa. Thanks for stopping by for breakfast!pic.twitter.com/DAgOuciuyd',2016-12-07 12:48:54,31,12,806556102859096065
b'Chanceuse d\xe2\x80\x99avoir notre excellent caucus de Colombie-Britannique et du Nord dans l\xe2\x80\x99\xc3\xa9quipe @PCC_HQ \xc3\xa0 Ottawa. Merci pour le d\xc3\xa9jeuner!pic.twitter.com/QIxN2kt6i9',2016-12-07 12:48:45,3,2,806556066146349057
"b'This is totally unethical. Justin Trudeau is supposed to be standing up for Canadian interests, not putting them up for sale.https://twitter.com/globeandmail/status/806506325781975040\xc2\xa0\xe2\x80\xa6'",2016-12-07 11:45:02,87,93,806540028742660096
"b""I'm excited to read @poneilinOttawa's book \xe2\x80\x9cI am a Metis: The Story of Gerry St. Germain.\xe2\x80\x9d It was so great to see you both yesterday!pic.twitter.com/i7nzeJjxfl""",2016-12-07 11:04:34,15,7,806529844288847872
b'Impatiente de lire le livre de @poneilinOttawa I am a Metis: The Story of Gerry St. Germain. C\xe2\x80\x99\xc3\xa9tait super de vous voir tous les deux hier!pic.twitter.com/MpRGOhffd1',2016-12-07 11:04:27,1,0,806529815193022464
b'Congratulations to everyone in Moncton! Great #CPCldr debate. F\xc3\xa9licitations \xc3\xa0 tout le monde \xc3\xa0 Moncton! Excellent d\xc3\xa9bat #ChefPCC.',2016-12-06 21:00:22,19,9,806317397846216704
b'#CPCldr Live from Moncton // En direct de Moncton: https://www.facebook.com/ronaambrose/posts/10154236798363525\xc2\xa0\xe2\x80\xa6',2016-12-06 18:41:07,6,2,806282352959881216
"b""Watch from #QP: @ScottReidCPC, @BlakeRichardsMP, and NDP's @nathancullen grilled LPC over #MyDemocracy B\xcc\xb6u\xcc\xb6z\xcc\xb6z\xcc\xb6f\xcc\xb6e\xcc\xb6e\xcc\xb6d\xcc\xb6 \xcc\xb6q\xcc\xb6u\xcc\xb6i\xcc\xb6z  survey.pic.twitter.com/QjtuWE3T0R""",2016-12-06 17:28:36,51,38,806264105191342080
b'Great job @ShannonStubbsMP for standing up for your constituents and jobs in Alberta: https://www.facebook.com/ShannonLakeland/videos/1391698560848596/\xc2\xa0\xe2\x80\xa6',2016-12-06 17:18:50,26,14,806261643344744448
b'The second @CPC_HQ Leadership Debate is tonight in Moncton! Watch online here at 7:30 pm AT / 4:30 pm MT: http://www.conservative.ca/leadership/en/moncton\xc2\xa0\xe2\x80\xa6 #CPCldrpic.twitter.com/VtmMFUJaBo',2016-12-06 16:59:06,45,21,806256678945439744
b'Le deuxi\xc3\xa8me d\xc3\xa9bat au leadership du @PCC_HQ a lieu ce soir \xc3\xa0 Moncton\xe2\x80\x89! Regardez en ligne ici \xc3\xa0 19h30 HA / 16h30 HR: http://www.conservative.ca/leadership/fr/moncton\xc2\xa0\xe2\x80\xa6pic.twitter.com/qeRiJfkR5N',2016-12-06 16:58:01,2,2,806256404919005184
"b'Reminder: 80,000+ Canadians have already spoken. #ERRE agreed. There must be a referendum on changing Canada\xe2\x80\x99s voting system. #MyDemocracypic.twitter.com/m1ppuKUqj2'",2016-12-06 15:25:54,69,59,806233226729684992
b'Rappel: +80000 Canadiens ont parl\xc3\xa9. #ERRE est d\xe2\x80\x99accord. Il faut un r\xc3\xa9f\xc3\xa9rendum sur le changement du mode de scrutin du Canada. #MaD\xc3\xa9mocratiepic.twitter.com/JGixAhqDGu',2016-12-06 15:25:36,3,2,806233149038542848
"b""Let's strengthen our resolve today to end violence against women. Time to take concrete action. #December6 https://www.facebook.com/ronaambrose/videos/10154236128498525/\xc2\xa0\xe2\x80\xa6""",2016-12-06 14:49:37,35,20,806224093091663872
b'Renfor\xc3\xa7ons notre d\xc3\xa9termination \xc3\xa0 stopper la violence aux femmes. Il faut prendre des mesures concr\xc3\xa8tes. #6d\xc3\xa9cembre https://www.facebook.com/ronaambrose/videos/10154236130448525/\xc2\xa0\xe2\x80\xa6',2016-12-06 14:49:35,5,1,806224084115845120
b'My colleague @CandiceBergenMP is trying to help Justin Trudeau make it to #QP more often.https://twitter.com/CandiceBergenMP/status/806218874890977280\xc2\xa0\xe2\x80\xa6',2016-12-06 14:30:56,47,33,806219392493191169
b'#December6 marks a dark day in Canadian history. We all have the power to help women targeted by violence and will never forget the victims.pic.twitter.com/LV0c9TbmuA',2016-12-06 12:57:23,140,88,806195848849793025
b'Un jour sombre dans notre histoire. Nous avons le pouvoir d\xe2\x80\x99aider les femmes cibl\xc3\xa9es par la violence et n\xe2\x80\x99oublierons jamais les victimes.pic.twitter.com/ihEcCrQ1vG',2016-12-06 12:56:54,4,2,806195727101665280
b'Great to meet with @ASDalliance with my friend and colleague @MikeLakeMP today. Thank you for all of the fantastic work you\xe2\x80\x99ve been doing!pic.twitter.com/uv2OAIxPbh',2016-12-05 21:49:23,11,5,805967344392634368
b'Bien de rencontrer @ASDalliance avec mon ami et coll\xc3\xa8gue @MikeLakeMP aujourd\xe2\x80\x99hui. Merci \xc3\xa0 tous pour votre travail fantastique!pic.twitter.com/OJDJL5XfiK',2016-12-05 21:49:17,5,1,805967318253731840
"b'30 500 emplois \xc3\xa0 temps plein perdus sous Trudeau. MAINTENANT, il veut taxer vos prestations de maladie et dentaires: https://www.facebook.com/ronaambrose/videos/10154233391663525/\xc2\xa0\xe2\x80\xa6'",2016-12-05 21:05:01,1,1,805956176789663745
"b""We've lost 30,500 full time jobs under Justin Trudeau. And NOW he's planning to tax your health and dental benefits: https://www.facebook.com/ronaambrose/videos/10154233471833525/\xc2\xa0\xe2\x80\xa6""",2016-12-05 21:05:01,135,204,805956176672395264
b'Justin Trudeau is supposed to stand up for Canadian interests \xe2\x80\x93 not put them up for sale at cash-for-access events: https://www.facebook.com/ronaambrose/videos/10154233416903525/\xc2\xa0\xe2\x80\xa6',2016-12-05 19:01:01,99,87,805924972380221441
"b'I just sent this letter to the Lobbying and Ethics Commissioners about Justin Trudeau\xe2\x80\x99s cash-for-access scheme, urging an investigation.pic.twitter.com/UjnoHQOYWx'",2016-12-05 17:02:11,273,234,805895065893740545
"b'Voici ma lettre envoy\xc3\xa9e aux comm. au lobbying et \xc3\xa0 l\xe2\x80\x99\xc3\xa9thique sur les activit\xc3\xa9s de fin. \xc3\xa0 acc\xc3\xa8s privil\xc3\xa9gi\xc3\xa9 de Trudeau, demandant une enqu\xc3\xaate.pic.twitter.com/bW6sNpykRr'",2016-12-05 17:01:36,8,9,805894918501711872
"b"".@CandiceBergenMP just offered to move #QP a couple hours later today to help accommodate Justin Trudeau's schedule. The Liberals declined.pic.twitter.com/ZIMD0FewDH""",2016-12-05 14:00:59,245,218,805849467601633280
b'Prime Minister for 8 years; National Party Leader for 10. Congratulations @johnkeypm on your years serving New Zealanders with distinction!',2016-12-05 09:28:25,21,3,805780872083492868
"b'Premier ministre pendant 8 ans, chef du Parti national pendant 10. F\xc3\xa9licitations @johnkeypm pour votre service distingu\xc3\xa9 aux N\xc3\xa9o-Z\xc3\xa9landais!'",2016-12-05 09:28:22,2,0,805780862356901888
"b""Liberal insiders shouldn't get special treatment for writing a cheque to the LPC. Liberals haven't changed at all. https://www.facebook.com/ronaambrose/videos/10154227230753525/\xc2\xa0\xe2\x80\xa6""",2016-12-04 20:15:01,52,33,805581207048073217
b'Initi\xc3\xa9s lib\xc3\xa9raux ne devraient pas avoir un traitement sp\xc3\xa9cial parce qu\xe2\x80\x99ils font un ch\xc3\xa8que au PLC. Rien n\xe2\x80\x99a chang\xc3\xa9. https://www.facebook.com/ronaambrose/videos/10154224984518525/\xc2\xa0\xe2\x80\xa6',2016-12-04 20:15:01,4,4,805581206058336256
b'The job situation in Canada just keeps getting worse. Families are struggling and the Liberals aren\xe2\x80\x99t helping.pic.twitter.com/7aWhaO0v4t',2016-12-04 15:06:01,133,151,805503444069056516
b'La situation de l\xe2\x80\x99emploi au Canada ne fait qu\xe2\x80\x99empirer. Les familles luttent et les lib\xc3\xa9raux n\xe2\x80\x99aident pas.pic.twitter.com/bypbnzrrq4',2016-12-04 15:06:00,10,16,805503442391175168
b'The @WashingtonPost gave Justin Trudeau \xe2\x80\x9cThree Pinocchios\xe2\x80\x9d for his claim about Cuban health care: https://www.washingtonpost.com/news/fact-checker/wp/2016/12/01/justin-trudeaus-claim-that-castro-made-significant-improvements-to-cuban-health-care-and-education/?utm_term=.a9c244c379e5\xc2\xa0\xe2\x80\xa6pic.twitter.com/bIUjd2A5nG',2016-12-04 10:25:01,241,234,805432727478616065
b'Conservatives have been clear from day one: changes to our voting system must be put to the people in a #referendum. https://www.facebook.com/ronaambrose/videos/10154224891448525/\xc2\xa0\xe2\x80\xa6',2016-12-03 21:16:03,72,45,805234179617198080
b'Les Conservateurs sont clairs: les changements \xc3\xa0 notre mode de scrutin doivent \xc3\xaatre soumis aux gens \xc3\xa0 un #r\xc3\xa9f\xc3\xa9rendum https://www.facebook.com/ronaambrose/videos/10154224890923525/\xc2\xa0\xe2\x80\xa6',2016-12-03 21:16:00,10,5,805234168552718336
b'Justin Trudeau claims to fight for human rights and democracy. His actions tell a different story.pic.twitter.com/RNb9DwIT2A',2016-12-03 16:22:00,205,177,805160179830403072
